expiryDate|strikePrice|optionType|openInterest|changeinOpenInterest|lastPrice|change|impliedVolatility|delta|gamma|theta|totalTradedVolume|underlyingValue
2026-06-30|27000|CE|52643.61538461538|-761|1.05|-0.25|24.65||||4317|23991.05
2026-06-30|27000|PE|48054.07692307692|-29|2972|162.45|36.82||||775|23991.05
2026-06-30|28000|CE|21255.076923076922|353|0.9|-0.15|31.02||||1846|23991.05
2026-06-30|28000|PE|17817.384615384617|-8.615384615384615|3969|149.6|32.45||||99|23991.05
2026-06-30|28500|CE|1010|-19|1|-0.05|34.56||||103|23991.05
2026-06-30|28500|PE|161|0|0|0|65.88||||0|23991.05
2026-06-30|29000|CE|4857.076923076923|-189|0.7|0.05|36.13||||1285|23991.05
2026-06-30|29000|PE|3828.3076923076924|-96|4966|179.45|53.85||||149|23991.05
2026-06-30|30000|CE|4813.384615384615|-53|0.65|0|41.99||||359|23991.05
2026-06-30|30000|PE|2913|-3|5960|156.15|60.4||||130|23991.05
2026-06-30|31000|CE|1752.923076923077|0|0.75|0.05|46.43||||35|23991.05
2026-06-30|0|PE|0|0|0|0|0||||0|23991.05
2026-06-30|31500|CE|263|0|0.45|0|48.84||||6|23991.05
2026-06-30|31500|PE|0|0|0|0|0||||0|23991.05
2026-06-30|33000|CE|697|0|0.5|-0.15|56.91||||24|23991.05
2026-06-30|33000|PE|13|0|0|0|79.04||||0|23991.05
2026-06-30|34500|CE|292|0|0.55|0.1|63.07||||9|23991.05
2026-06-30|34500|PE|2|0|0|0|84.56||||0|23991.05
